'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:08.662',2.700,-3.100,-10.200,-4.100,-5.900,0.500
'0:08.663',3.600,-2.900,-9.600,-4.400,-5.800,0.500
'0:08.664',4.300,-3.100,-9.200,-5.000,-5.600,0.500
'0:08.665',4.100,-3.200,-8.800,-5.600,-5.400,0.500
'0:08.666',2.500,-2.900,-7.700,-6.300,-5.000,0.500
'0:08.667',0.000,-2.100,-5.800,-6.700,-4.500,0.500
'0:08.668',-2.600,-1.000,-3.400,-6.800,-4.000,0.500
'0:08.669',-4.000,0.000,-1.000,-6.500,-3.700,0.500
'0:08.670',-3.400,0.400,0.700,-5.800,-3.600,0.500
'0:08.671',-1.100,0.100,1.500,-5.200,-3.900,0.500
'0:08.672',1.700,-0.700,1.400,-4.800,-4.200,0.500
'0:08.673',3.500,-1.300,0.900,-4.600,-4.500,0.500
'0:08.674',3.600,-1.500,0.100,-4.700,-4.600,0.500
'0:08.675',1.800,-1.000,-0.700,-4.800,-4.400,0.500
'0:08.676',-0.500,-0.100,-1.500,-4.800,-4.100,0.500
'0:08.677',-2.000,0.700,-2.200,-4.600,-3.800,0.500
'0:08.678',-1.800,1.200,-2.600,-4.300,-3.700,0.500
'0:08.679',0.000,1.100,-2.700,-4.000,-3.700,0.500
'0:08.680',2.200,0.600,-2.500,-3.900,-3.900,0.500
'0:08.681',3.300,-0.100,-2.100,-3.800,-4.100,0.500
'0:08.682',2.300,-0.700,-1.800,-3.800,-4.300,0.500
'0:08.683',-0.700,-1.100,-1.800,-4.000,-4.500,0.500
'0:08.684',-4.300,-1.300,-2.200,-4.300,-4.500,0.500
'0:08.685',-6.800,-1.400,-2.500,-4.700,-4.600,0.500
'0:08.686',-7.100,-1.400,-2.700,-5.300,-4.700,0.500
'0:08.687',-5.600,-1.500,-2.500,-5.800,-4.600,0.500
'0:08.688',-3.200,-1.600,-2.300,-6.200,-4.400,0.500
'0:08.689',-1.600,-1.800,-2.200,-6.200,-3.700,0.500
'0:08.690',-1.200,-2.000,-2.500,-5.700,-2.800,0.500
'0:08.691',-1.700,-2.000,-3.000,-4.800,-1.700,0.500
'0:08.692',-2.000,-1.900,-3.600,-3.700,-0.800,0.500
'0:08.693',-1.100,-1.500,-3.900,-2.500,-0.300,0.500
'0:08.694',0.700,-1.000,-3.600,-1.500,-0.300,0.500
'0:08.695',2.300,-0.500,-3.000,-0.700,-0.600,0.500
'0:08.696',2.400,-0.100,-2.400,-0.300,-1.000,0.500
'0:08.697',0.800,0.300,-2.100,-0.200,-1.000,0.500
'0:08.698',-1.700,0.700,-2.200,-0.400,-0.700,0.500
'0:08.699',-3.200,1.000,-2.800,-0.600,-0.100,0.500
'0:08.700',-2.300,1.400,-3.600,-0.900,0.300,0.500
'0:08.701',1.100,1.800,-4.400,-1.100,0.400,0.500
'0:08.702',5.500,2.100,-5.100,-1.300,-0.100,0.500
'0:08.703',8.800,2.300,-5.700,-1.600,-0.800,0.500
'0:08.704',9.400,2.200,-6.100,-1.900,-1.500,0.500
'0:08.705',7.300,2.100,-6.100,-2.400,-1.600,0.500
'0:08.706',3.900,2.000,-5.600,-2.700,-1.100,0.500
'0:08.707',1.000,2.000,-4.500,-3.000,-0.300,0.500
'0:08.708',-0.500,2.200,-2.900,-3.100,0.500,0.500
'0:08.709',-0.800,2.500,-1.100,-3.100,0.800,0.500
'0:08.710',-0.800,2.800,0.400,-3.100,0.500,0.500
'0:08.711',-1.100,2.900,1.300,-3.200,0.200,0.500
'0:08.712',-1.700,2.900,1.500,-3.300,0.000,0.500
'0:08.713',-2.000,2.800,1.200,-3.400,0.300,0.500
'0:08.714',-1.400,2.800,0.900,-3.500,0.800,0.500
'0:08.715',-0.100,3.000,0.700,-3.500,1.000,0.500
'0:08.716',1.100,3.300,0.800,-3.400,0.900,0.500
'0:08.717',1.300,3.800,1.200,-3.200,0.500,0.500
'0:08.718',0.100,4.200,1.600,-3.000,0.000,0.500
'0:08.719',-2.000,4.300,1.800,-2.700,-0.100,0.500
'0:08.720',-4.100,4.200,1.600,-2.500,0.100,0.500
'0:08.721',-5.100,4.000,1.000,-2.600,0.500,0.500
'0:08.722',-4.600,3.700,0.000,-2.900,0.500,0.500
'0:08.723',-3.200,3.300,-1.200,-3.100,0.300,0.500
'0:08.724',-1.500,3.000,-2.200,-2.800,0.000,0.500
'0:08.725',-0.100,2.800,-3.000,-2.000,0.000,0.500
'0:08.726',0.400,2.800,-3.700,-0.800,0.400,0.500
'0:08.727',0.200,3.000,-4.200,0.200,1.100,0.500
'0:08.728',-0.500,3.500,-4.800,0.400,1.600,0.500
'0:08.729',-1.500,4.000,-5.300,-0.500,1.600,0.500
'0:08.730',-2.200,4.400,-5.400,-2.100,1.000,0.500
'0:08.731',-2.500,4.600,-4.900,-3.500,0.000,0.500
'0:08.732',-2.100,4.500,-3.700,-4.000,-0.800,0.500
'0:08.733',-1.300,4.400,-2.200,-3.500,-1.200,0.500
'0:08.734',-0.700,4.400,-1.100,-2.300,-1.200,0.500
'0:08.735',-0.500,4.800,-0.800,-0.900,-1.000,0.500
'0:08.736',-0.700,5.500,-1.600,0.200,-0.800,0.500
'0:08.737',-1.000,6.500,-2.900,1.000,-0.500,0.500
'0:08.738',-0.600,7.600,-3.800,1.800,-0.200,0.500
'0:08.739',0.400,9.000,-3.700,2.800,0.300,0.500
'0:08.740',1.500,10.500,-2.200,4.300,1.300,0.500
'0:08.741',1.800,12.200,0.500,6.100,2.800,0.500
'0:08.742',0.800,14.200,3.900,8.100,4.700,0.500
'0:08.743',-1.100,16.500,7.300,10.200,6.900,0.500
'0:08.744',-2.900,19.000,10.300,12.300,9.100,0.500
'0:08.745',-3.300,21.500,12.800,14.600,11.000,0.500
'0:08.746',-2.000,23.600,14.600,16.700,12.400,0.500
'0:08.747',0.400,25.000,15.800,18.300,13.200,0.500
'0:08.748',2.500,25.300,16.300,19.100,13.800,0.500
'0:08.749',3.300,24.400,16.100,19.000,14.600,0.500
'0:08.750',2.500,22.600,15.600,18.600,15.600,0.500
'0:08.751',0.600,20.100,14.700,18.300,17.000,0.500
'0:08.752',-1.200,17.500,13.600,18.400,18.500,0.500
'0:08.753',-2.400,15.100,12.200,18.800,19.700,0.500
'0:08.754',-3.000,12.900,10.700,19.400,20.800,0.500
'0:08.755',-3.700,10.500,9.100,19.700,21.900,0.500
'0:08.756',-4.600,7.600,7.700,19.700,23.500,0.500
'0:08.757',-5.700,3.800,6.700,19.400,25.700,0.500
'0:08.758',-6.500,-0.800,6.200,19.100,28.300,0.500
'0:08.759',-6.800,-6.000,6.000,18.600,30.800,0.500
'0:08.760',-6.800,-11.500,5.900,17.900,32.600,0.500
'0:08.761',-7.000,-17.000,5.500,16.700,33.601,0.500
'0:08.762',-7.600,-22.200,4.700,15.200,34.001,0.500
'0:08.763',-8.700,-27.200,3.500,13.700,34.301,0.500
'0:08.764',-9.600,-31.900,2.200,12.400,34.601,0.500
'0:08.765',-9.800,-36.401,0.700,11.400,35.001,0.500
'0:08.766',-9.400,-40.701,-1.000,10.200,35.101,0.500
'0:08.767',-9.000,-44.901,-2.700,8.500,34.601,0.500
'0:08.768',-9.300,-49.001,-4.500,5.900,33.401,0.500
'0:08.769',-10.600,-52.701,-6.000,2.500,31.700,0.500
'0:08.770',-12.200,-55.901,-6.900,-1.100,29.800,0.500
'0:08.771',-12.900,-58.301,-7.200,-4.100,27.900,0.500
'0:08.772',-12.000,-60.001,-7.200,-6.000,26.200,0.500
'0:08.773',-10.100,-61.001,-7.500,-6.700,24.500,0.500
'0:08.774',-8.200,-61.701,-8.300,-6.700,22.800,0.500
'0:08.775',-7.800,-62.001,-9.600,-6.300,21.100,0.500
'0:08.776',-9.400,-61.901,-10.900,-5.900,19.600,0.500
'0:08.777',-11.800,-61.001,-11.700,-5.600,18.300,0.500
'0:08.778',-13.300,-59.001,-11.500,-5.400,16.900,0.500
'0:08.779',-12.600,-55.701,-10.700,-5.500,15.000,0.500
'0:08.780',-9.500,-51.401,-9.900,-6.000,11.900,0.500
'0:08.781',-5.500,-46.501,-9.900,-6.900,7.500,0.500
'0:08.782',-2.400,-41.501,-11.000,-8.400,2.000,0.500
'0:08.783',-1.600,-36.601,-13.100,-10.300,-3.800,0.500
'0:08.784',-2.700,-32.000,-15.400,-12.100,-9.000,0.500
'0:08.785',-4.400,-27.300,-16.900,-13.500,-12.900,0.500
'0:08.786',-5.100,-22.400,-17.000,-14.500,-15.600,0.500
'0:08.787',-4.000,-17.500,-16.000,-15.200,-17.500,0.500
'0:08.788',-1.500,-13.100,-14.500,-16.100,-19.200,0.500
'0:08.789',1.200,-9.800,-13.600,-17.300,-21.200,0.500
'0:08.790',3.200,-7.900,-13.800,-18.900,-23.400,0.500
'0:08.791',3.900,-7.300,-15.300,-20.500,-25.400,0.500
'0:08.792',3.500,-7.500,-17.400,-21.600,-26.700,0.500
'0:08.793',2.400,-7.700,-19.200,-21.700,-27.000,0.500
'0:08.794',1.400,-7.200,-20.100,-21.100,-26.400,0.500
'0:08.795',0.400,-6.000,-19.800,-20.200,-25.600,0.500
'0:08.796',-0.500,-4.200,-18.700,-19.700,-24.900,0.500
'0:08.797',-1.700,-2.500,-17.300,-20.000,-25.000,0.500
'0:08.798',-3.000,-1.300,-16.400,-21.000,-25.800,0.500
'0:08.799',-4.400,-1.000,-16.000,-22.300,-26.800,0.500
'0:08.800',-5.500,-1.200,-16.100,-22.900,-27.500,0.500
'0:08.801',-5.800,-1.500,-16.300,-22.600,-27.500,0.500
'0:08.802',-5.600,-1.500,-16.300,-21.300,-26.800,0.500
'0:08.803',-5.200,-1.000,-16.300,-19.600,-25.600,0.500
'0:08.804',-5.100,-0.400,-16.200,-18.200,-24.400,0.500
'0:08.805',-5.400,-0.100,-16.400,-17.400,-23.200,0.500
'0:08.806',-6.000,-0.400,-16.600,-17.000,-22.100,0.500
'0:08.807',-6.200,-1.200,-16.500,-16.500,-20.900,0.500
'0:08.808',-5.700,-2.100,-15.800,-15.400,-19.600,0.500
'0:08.809',-4.700,-2.600,-14.300,-13.500,-18.100,0.500
'0:08.810',-3.700,-2.500,-12.200,-11.200,-16.700,0.500
'0:08.811',-3.800,-2.000,-10.000,-9.100,-15.600,0.500
'0:08.812',-5.200,-1.500,-8.400,-7.400,-14.800,0.500
'0:08.813',-7.400,-1.400,-7.400,-6.200,-14.000,0.500
'0:08.814',-9.200,-1.800,-7.000,-5.400,-13.100,0.500
'0:08.815',-9.400,-2.300,-6.600,-4.500,-11.900,0.500
'0:08.816',-8.100,-2.400,-5.800,-3.500,-10.700,0.500
'0:08.817',-6.100,-1.900,-4.500,-2.400,-9.700,0.500
'0:08.818',-4.900,-1.100,-3.000,-1.500,-9.200,0.500
'0:08.819',-5.400,-0.200,-1.800,-1.200,-9.000,0.500
'0:08.820',-6.900,0.200,-1.300,-1.400,-8.900,0.500
'0:08.821',-8.400,0.100,-1.500,-1.600,-8.500,0.500
'0:08.822',-8.600,-0.400,-2.000,-1.800,-7.700,0.500
'0:08.823',-7.100,-0.600,-2.400,-1.600,-6.700,0.500
'0:08.824',-4.700,-0.400,-2.400,-1.100,-5.900,0.500
'0:08.825',-2.600,0.100,-2.100,-0.700,-5.600,0.500
'0:08.826',-1.600,0.600,-1.500,-0.600,-5.600,0.500
'0:08.827',-1.900,0.700,-1.000,-0.800,-5.700,0.500
'0:08.828',-2.600,0.600,-0.600,-1.100,-5.700,0.500
'0:08.829',-3.200,0.300,-0.300,-1.400,-5.300,0.500
'0:08.830',-3.800,0.300,0.000,-1.300,-4.700,0.500
'0:08.831',-4.800,0.700,0.200,-0.900,-4.200,0.500
'0:08.832',-6.400,1.400,0.300,-0.300,-4.100,0.500
'0:08.833',-8.600,1.900,0.000,0.100,-4.400,0.500
'0:08.834',-10.500,2.100,-0.500,0.200,-4.800,0.500
'0:08.835',-11.400,1.900,-1.200,0.000,-4.900,0.500
'0:08.836',-10.900,1.700,-1.500,-0.400,-4.500,0.500
'0:08.837',-9.500,2.000,-1.300,-0.500,-3.500,0.500
'0:08.838',-7.800,2.700,-0.500,0.000,-2.200,0.500
'0:08.839',-6.500,3.800,0.700,0.900,-1.100,0.500
'0:08.840',-5.500,4.800,1.800,2.100,-0.600,0.500
'0:08.841',-4.400,5.600,2.600,3.000,-0.700,0.500
'0:08.842',-3.000,6.000,3.000,3.500,-1.200,0.500
'0:08.843',-1.300,6.300,3.300,3.400,-1.500,0.500
'0:08.844',0.100,6.700,3.800,3.000,-1.200,0.500
'0:08.845',0.600,7.100,4.600,2.700,-0.400,0.500
'0:08.846',0.100,7.300,5.700,2.300,0.600,0.500
'0:08.847',-1.200,6.700,6.700,1.900,1.000,0.500
'0:08.848',-2.400,5.400,7.200,1.200,0.500,0.500
'0:08.849',-3.300,3.600,7.000,0.000,-1.000,0.500
'0:08.850',-3.800,1.800,6.200,-1.300,-2.800,0.500
'0:08.851',-4.400,0.600,5.100,-2.400,-4.300,0.500
'0:08.852',-5.400,0.300,3.800,-3.100,-4.900,0.500
'0:08.853',-6.900,0.600,2.800,-3.200,-4.700,0.500
'0:08.854',-8.600,1.000,2.200,-2.900,-3.900,0.500
'0:08.855',-9.900,1.100,2.300,-2.400,-3.100,0.500
'0:08.856',-10.200,0.900,2.900,-1.800,-2.600,0.500
'0:08.857',-9.500,0.700,4.100,-1.200,-2.600,0.500
'0:08.858',-7.700,0.600,5.400,-0.500,-3.000,0.500
'0:08.859',-5.400,0.700,6.300,0.100,-3.700,0.500
'0:08.860',-2.700,1.000,6.500,0.400,-4.500,0.500
'0:08.861',-0.300,1.000,5.900,0.200,-5.100,0.500
'0:08.862',1.400,0.600,4.600,-0.400,-5.100,0.500
'0:08.863',1.700,0.000,3.200,-1.200,-4.600,0.500
'0:08.864',0.400,-0.600,2.000,-2.000,-3.700,0.500
'0:08.865',-2.200,-1.000,1.200,-2.300,-2.700,0.500
'0:08.866',-5.200,-1.300,1.000,-2.100,-2.000,0.500
'0:08.867',-7.300,-1.500,1.100,-1.600,-1.900,0.500
'0:08.868',-7.600,-2.000,1.300,-0.800,-2.200,0.500
'0:08.869',-6.200,-2.400,1.300,-0.100,-2.600,0.500
'0:08.870',-4.100,-2.700,1.200,0.400,-2.700,0.500
'0:08.871',-2.800,-2.400,1.000,0.800,-2.400,0.500
'0:08.872',-3.000,-1.600,0.800,0.900,-2.000,0.500
'0:08.873',-4.600,-0.600,0.700,0.900,-1.600,0.500
'0:08.874',-6.700,0.200,0.700,0.500,-1.400,0.500
'0:08.875',-8.200,0.500,0.700,0.200,-1.400,0.500
'0:08.876',-8.400,0.400,0.500,0.000,-1.400,0.500
'0:08.877',-7.700,0.200,0.200,0.200,-1.300,0.500
'0:08.878',-6.600,0.100,-0.400,0.800,-1.300,0.500
'0:08.879',-5.800,0.200,-1.100,1.600,-1.400,0.500
'0:08.880',-5.600,0.300,-1.700,2.300,-1.800,0.500
'0:08.881',-5.600,0.100,-2.200,2.500,-2.500,0.500
'0:08.882',-5.500,-0.600,-2.400,2.400,-3.200,0.500
'0:08.883',-5.300,-1.500,-2.500,1.900,-3.700,0.500
'0:08.884',-5.000,-2.300,-2.600,1.400,-3.700,0.500
'0:08.885',-4.800,-2.800,-2.800,1.000,-3.400,0.500
'0:08.886',-4.500,-2.900,-3.200,0.800,-2.900,0.500
'0:08.887',-4.100,-2.800,-3.800,0.700,-2.500,0.500
'0:08.888',-3.600,-2.700,-4.500,0.400,-2.300,0.500
'0:08.889',-3.300,-2.800,-5.400,0.300,-2.000,0.500
'0:08.890',-3.600,-2.900,-6.400,0.400,-1.600,0.500
'0:08.891',-4.800,-2.900,-7.500,1.000,-0.900,0.500
'0:08.892',-6.600,-2.500,-8.400,2.300,0.100,0.500
'0:08.893',-8.400,-1.800,-8.800,3.800,1.200,0.500
'0:08.894',-9.500,-1.000,-8.600,5.000,2.000,0.500
'0:08.895',-9.500,-0.300,-7.700,5.300,2.600,0.500
'0:08.896',-8.700,0.000,-6.200,4.500,3.000,0.500
'0:08.897',-7.800,0.100,-4.600,3.100,3.200,0.500
'0:08.898',-7.100,-0.100,-3.200,1.800,3.400,0.500
'0:08.899',-7.100,-0.300,-2.200,1.100,3.600,0.500
'0:08.900',-7.300,-0.600,-1.500,1.500,3.800,0.500
'0:08.901',-7.400,-0.900,-1.200,2.700,3.900,0.500
'0:08.902',-7.000,-1.000,-0.800,4.200,4.000,0.500
'0:08.903',-6.300,-1.000,-0.300,5.400,4.200,0.500
'0:08.904',-5.500,-0.700,0.400,5.800,4.500,0.500
'0:08.905',-5.000,-0.200,1.100,5.500,5.000,0.500
'0:08.906',-5.100,0.500,1.800,4.800,5.400,0.500
'0:08.907',-5.600,1.000,2.000,4.000,5.500,0.500
'0:08.908',-6.100,1.000,1.900,3.200,5.400,0.500
'0:08.909',-6.300,0.600,1.500,2.600,5.100,0.500
'0:08.910',-5.900,-0.100,0.900,2.100,4.800,0.500
'0:08.911',-5.200,-1.000,0.500,1.600,4.700,0.500
'0:08.912',-4.400,-1.600,0.300,1.100,4.800,0.500
'0:08.913',-3.800,-2.000,0.300,0.800,5.100,0.500
'0:08.914',-3.600,-2.000,0.100,0.600,5.100,0.500
'0:08.915',-3.800,-2.000,-0.500,0.600,4.900,0.500
'0:08.916',-4.100,-2.200,-1.500,0.700,4.500,0.500
'0:08.917',-4.000,-2.700,-2.700,0.900,4.100,0.500
'0:08.918',-3.400,-3.500,-3.900,1.400,3.900,0.500
'0:08.919',-2.000,-4.300,-4.600,2.100,4.100,0.500
'0:08.920',-0.100,-4.900,-4.700,3.000,4.800,0.500
'0:08.921',2.000,-5.100,-4.400,4.000,5.700,0.500
'0:08.922',4.000,-4.900,-4.000,4.900,6.700,0.500
'0:08.923',5.400,-4.400,-3.800,5.600,7.700,0.500
'0:08.924',6.300,-3.900,-3.900,6.000,8.500,0.500
'0:08.925',6.600,-3.600,-4.100,6.200,9.200,0.500
'0:08.926',6.600,-3.400,-4.100,6.200,9.600,0.500
'0:08.927',6.400,-3.300,-4.100,5.900,9.600,0.500
'0:08.928',5.900,-3.300,-4.100,5.300,9.100,0.500
'0:08.929',5.300,-3.200,-4.200,4.500,8.400,0.500
'0:08.930',4.400,-3.300,-4.600,3.500,7.800,0.500
'0:08.931',3.300,-3.400,-5.100,2.600,7.500,0.500
'0:08.932',1.800,-3.800,-5.300,1.900,7.700,0.500
'0:08.933',0.100,-4.200,-5.000,1.700,8.300,0.500
'0:08.934',-1.500,-4.500,-4.200,2.300,9.000,0.500
'0:08.935',-2.300,-4.200,-3.200,3.600,9.500,0.500
'0:08.936',-1.700,-3.500,-2.200,5.200,9.800,0.500
'0:08.937',0.100,-2.300,-1.500,6.600,9.700,0.500
'0:08.938',2.700,-1.000,-1.100,7.600,9.600,0.500
'0:08.939',4.900,0.100,-0.900,7.800,9.500,0.500
'0:08.940',5.400,0.600,-0.900,7.500,9.700,0.500
'0:08.941',4.100,0.700,-0.800,7.100,10.000,0.500
'0:08.942',1.300,0.500,-0.700,7.000,10.300,0.500
'0:08.943',-1.700,0.100,-1.000,7.000,10.500,0.500
'0:08.944',-3.900,-0.400,-1.600,6.900,10.400,0.500
'0:08.945',-5.000,-1.300,-2.800,6.300,10.000,0.500
'0:08.946',-5.300,-2.600,-4.400,5.000,9.300,0.500
'0:08.947',-5.500,-4.300,-6.100,3.300,8.500,0.500
'0:08.948',-6.300,-6.100,-7.600,1.700,7.700,0.500
'0:08.949',-7.500,-7.300,-8.500,0.700,7.000,0.500
'0:08.950',-8.900,-7.700,-8.700,0.500,6.300,0.500
'0:08.951',-10.000,-7.400,-8.600,0.800,5.600,0.500
'0:08.952',-10.400,-6.700,-8.400,1.000,4.600,0.500
'0:08.953',-10.100,-6.500,-8.400,0.800,3.400,0.500
'0:08.954',-9.000,-7.200,-8.700,0.200,2.300,0.500
'0:08.955',-7.400,-8.600,-9.200,-0.500,1.600,0.500
'0:08.956',-5.700,-10.300,-9.200,-0.600,1.700,0.500
'0:08.957',-4.700,-11.500,-8.600,-0.100,2.400,0.500
'0:08.958',-5.200,-11.700,-7.300,0.900,3.500,0.500
'0:08.959',-7.300,-11.100,-5.600,2.100,4.400,0.500
'0:08.960',-10.600,-10.200,-4.200,3.000,4.700,0.500
'0:08.961',-13.800,-9.700,-3.500,3.300,4.400,0.500
'0:08.962',-15.600,-10.000,-3.900,3.000,3.900,0.500
'0:08.963',-15.400,-11.000,-4.900,2.600,3.600,0.500
'0:08.964',-13.400,-12.300,-6.100,2.100,3.800,0.500
'0:08.965',-10.600,-13.500,-7.000,1.900,4.500,0.500
'0:08.966',-8.300,-14.200,-7.600,1.800,5.300,0.500
'0:08.967',-7.300,-14.500,-7.900,1.900,5.800,0.500
'0:08.968',-7.600,-14.800,-8.300,1.700,5.900,0.500
'0:08.969',-8.500,-15.400,-8.700,1.200,5.500,0.500
'0:08.970',-9.200,-16.200,-9.000,0.400,5.100,0.500
'0:08.971',-9.200,-17.100,-9.000,-0.500,4.900,0.500
'0:08.972',-8.800,-17.800,-8.500,-1.300,5.000,0.500
'0:08.973',-8.800,-18.200,-7.800,-1.300,5.400,0.500
'0:08.974',-10.100,-18.300,-7.300,-0.600,5.900,0.500
'0:08.975',-12.700,-18.200,-7.100,0.700,6.300,0.500
'0:08.976',-15.700,-18.300,-7.300,2.200,6.900,0.500
'0:08.977',-17.400,-18.300,-7.600,3.300,7.400,0.500
'0:08.978',-16.700,-18.300,-7.700,3.800,8.000,0.500
'0:08.979',-13.600,-18.200,-7.500,3.700,8.400,0.500
'0:08.980',-9.700,-17.900,-7.000,3.300,8.600,0.500
'0:08.981',-7.300,-17.700,-6.300,2.900,8.700,0.500
'0:08.982',-7.700,-17.600,-5.800,2.900,8.600,0.500
'0:08.983',-10.500,-17.700,-5.300,3.000,8.500,0.500
'0:08.984',-13.800,-17.900,-4.800,3.000,8.400,0.500
'0:08.985',-15.300,-18.200,-4.100,2.600,8.300,0.500
'0:08.986',-14.200,-18.700,-3.300,2.000,8.200,0.500
'0:08.987',-11.200,-19.300,-2.600,1.400,8.000,0.500
'0:08.988',-8.000,-20.000,-2.100,1.100,8.000,0.500
'0:08.989',-6.100,-20.600,-1.900,1.200,8.000,0.500
'0:08.990',-5.800,-20.900,-2.000,1.500,8.200,0.500
'0:08.991',-6.300,-20.800,-2.200,1.600,8.400,0.500
'0:08.992',-7.000,-20.400,-2.200,1.400,8.400,0.500
'0:08.993',-7.400,-19.900,-2.200,1.100,8.400,0.500
'0:08.994',-7.900,-19.500,-2.000,1.000,8.300,0.500
'0:08.995',-8.700,-19.200,-1.900,1.300,8.300,0.500
'0:08.996',-9.500,-19.200,-1.900,2.000,8.400,0.500
'0:08.997',-9.400,-19.400,-2.100,2.800,8.500,0.500
'0:08.998',-7.900,-19.700,-2.400,3.400,8.600,0.500
'0:08.999',-5.600,-20.200,-2.700,3.500,8.600,0.500
'0:09.000',-3.800,-20.700,-2.900,3.000,8.400,0.500
'0:09.001',-3.900,-21.100,-2.900,2.300,8.000,0.500
'0:09.002',-6.300,-21.400,-2.800,1.700,7.700,0.500
'0:09.003',-10.000,-21.400,-2.800,1.500,7.700,0.500
'0:09.004',-13.300,-21.300,-3.200,1.800,7.800,0.500
'0:09.005',-14.900,-21.200,-4.000,2.400,8.200,0.500
'0:09.006',-14.600,-21.000,-5.100,3.300,8.700,0.500
'0:09.007',-13.300,-20.800,-6.200,4.000,9.100,0.500
'0:09.008',-12.000,-20.500,-7.300,4.400,9.100,0.500
'0:09.009',-11.400,-20.200,-8.200,4.300,8.600,0.500
'0:09.010',-11.500,-19.900,-9.000,3.800,7.800,0.500
'0:09.011',-11.700,-19.800,-9.800,3.000,7.000,0.500
'0:09.012',-12.000,-20.000,-10.200,2.200,6.700,0.500
'0:09.013',-12.200,-20.500,-10.100,1.900,7.100,0.500
'0:09.014',-12.500,-20.800,-9.400,2.200,8.200,0.500
'0:09.015',-12.900,-20.600,-8.300,3.200,9.400,0.500
'0:09.016',-12.900,-19.800,-7.300,4.300,10.100,0.500
'0:09.017',-12.300,-18.400,-7.100,5.100,10.100,0.500
'0:09.018',-11.000,-17.000,-7.800,5.200,9.400,0.500
'0:09.019',-9.800,-16.000,-9.200,4.700,8.600,0.500
'0:09.020',-9.300,-15.500,-10.400,4.200,8.400,0.500
'0:09.021',-9.900,-15.200,-10.700,4.200,9.100,0.500
'0:09.022',-11.100,-14.700,-9.800,4.900,10.600,0.500
'0:09.023',-11.900,-13.600,-8.100,6.200,12.000,0.500
'0:09.024',-11.500,-12.200,-6.400,7.200,12.700,0.500
'0:09.025',-9.900,-10.900,-5.500,7.400,12.300,0.500
'0:09.026',-7.600,-10.200,-5.800,6.600,10.900,0.500
'0:09.027',-5.800,-10.400,-7.100,5.100,9.300,0.500
'0:09.028',-5.600,-11.100,-8.800,3.600,8.100,0.500
'0:09.029',-7.000,-11.800,-10.000,2.900,8.000,0.500
'0:09.030',-9.100,-11.700,-10.000,3.400,9.000,0.500
'0:09.031',-10.900,-10.400,-8.600,4.900,10.600,0.500
'0:09.032',-11.200,-8.200,-6.300,6.900,12.100,0.500
'0:09.033',-10.000,-5.800,-3.800,8.800,13.200,0.500
'0:09.034',-7.800,-3.900,-2.000,9.800,13.500,0.500
'0:09.035',-5.700,-3.000,-1.400,9.900,13.100,0.500
'0:09.036',-4.600,-2.700,-1.800,9.300,12.400,0.500
'0:09.037',-4.900,-2.800,-2.900,8.500,11.800,0.500
'0:09.038',-6.100,-2.500,-3.700,7.900,11.400,0.500
'0:09.039',-7.800,-1.700,-3.900,7.700,11.200,0.500
'0:09.040',-9.100,-0.800,-3.400,7.800,10.800,0.500
'0:09.041',-9.400,-0.400,-2.900,7.700,9.800,0.500
'0:09.042',-8.700,-0.900,-3.000,6.800,7.900,0.500
'0:09.043',-7.200,-2.500,-4.000,5.200,5.200,0.500
'0:09.044',-5.400,-4.500,-5.900,3.100,2.200,0.500
'0:09.045',-4.200,-6.400,-8.000,1.400,-0.100,0.500
'0:09.046',-4.400,-7.300,-9.700,0.500,-1.300,0.500
'0:09.047',-6.200,-7.100,-10.400,0.700,-1.100,0.500
'0:09.048',-9.400,-6.100,-10.000,1.700,0.200,0.500
'0:09.049',-13.000,-4.800,-8.500,2.600,1.600,0.500
'0:09.050',-15.400,-3.700,-6.700,2.900,2.400,0.500
'0:09.051',-15.500,-3.000,-5.000,2.400,2.300,0.500
'0:09.052',-12.800,-2.700,-3.900,1.500,1.700,0.500
'0:09.053',-8.100,-2.600,-3.500,0.700,1.100,0.500
'0:09.054',-2.700,-2.400,-3.600,0.600,1.200,0.500
'0:09.055',2.000,-2.200,-3.500,1.200,2.300,0.500
'0:09.056',5.200,-1.900,-2.900,2.300,4.100,0.500
'0:09.057',7.300,-1.400,-1.600,3.800,6.500,0.500
'0:09.058',9.700,-0.500,0.500,5.500,9.300,0.500
'0:09.059',13.700,1.100,3.200,7.800,12.600,0.500
'0:09.060',20.400,3.600,6.200,10.800,16.900,0.500
'0:09.061',29.600,6.900,9.300,14.400,22.100,0.500
'0:09.062',40.301,10.700,12.200,18.200,27.600,0.500
'0:09.063',50.801,14.200,14.500,21.300,32.200,0.500
'0:09.064',59.301,16.900,15.700,23.200,34.701,0.500
'0:09.065',64.901,18.300,15.300,23.600,34.301,0.500
'0:09.066',67.301,18.200,13.200,22.600,31.400,0.500
'0:09.067',67.001,17.000,9.700,20.800,26.900,0.500
'0:09.068',64.801,15.100,5.400,18.400,22.000,0.500
'0:09.069',61.101,12.700,1.000,15.600,17.400,0.500
'0:09.070',55.601,10.300,-3.000,12.600,13.100,0.500
'0:09.071',47.401,8.000,-6.600,9.200,8.600,0.500
